lemma	inflected	label	hits
有る	有りたくないです	V;PRS;IPFV;OPT;POL;NEG;1	7
有る	有りたかった	V;PST;PFV;OPT;1	10,800
有る	有りたくなかった	V;PST;PFV;OPT;NEG;1	2
有る	有りたかったです	V;PST;PFV;OPT;POL;1	2,300
有る	有りたくなかったです	V;PST;PFV;OPT;POL;NEG;1	0
有る	有りたがる	V;PRS;IPFV;OPT;3	1,350
有る	有りたがらない	V;PRS;IPFV;OPT;NEG;3	0
有る	有りたがります	V;PRS;IPFV;OPT;POL;FOREG;3	1
有る	有りたがりません	V;PRS;IPFV;OPT;POL;FOREG;NEG;3	0
有る	有りたがった	V;PST;PFV;OPT;3	1,600
有る	有りたがらなかった	V;PST;PFV;OPT;NEG;3	0
有る	有りたがりました	V;PST;PFV;OPT;POL;FOREG;3	0
有る	有りたがりませんでした	V;PST;PFV;OPT;POL;FOREG;NEG;3	0
有る	有れ	V;IMP;OBLIG	44,000,000
有る	有りな	V;IMP;OBLIG;COL	31,300,000
有る	有りなさい	V;IMP;OBLIG;POL	1,970
有る	有って	V;IMP;COL	12,800,000
有る	有ってください	V;IMP;POL	7
有る	お有りください	V;FORM;IMP;POL	2
有る	有るな	V;IMP;OBLIG;NEG	523,000
有る	有らないで	V;IMP;NEG;COL	4,770
有る	有らないでください	V;IMP;POL;NEG	1,060
有る	お有りにならないでください	V;FORM;IMP;POL;NEG	0
有る	有れる	V;PRS;IPFV;POT	49,600
有る	有れない	V;PRS;IPFV;POT;NEG	171,000
有る	有れます	V;PRS;IPFV;POT;POL;FOREG	2,080,000
有る	有れません	V;PRS;IPFV;POT;POL;FOREG;NEG	138,000
有る	有れた	V;PST;PFV;POT	738,000
有る	有れなかった	V;PST;PFV;POT;NEG	27,500
有る	有れました	V;PST;PFV;POT;POL;FOREG	10
有る	有れませんでした	V;PST;PFV;POT;POL;FOREG;NEG	10
有る	有られる	V;PRS;IPFV;PASS	276,000
有る	有られない	V;PRS;IPFV;PASS;NEG	13,900
有る	有られます	V;PRS;IPFV;PASS;POL;FOREG	3,950
有る	有られません	V;PRS;IPFV;PASS;POL;FOREG;NEG	1,130
有る	有られた	V;PST;PFV;PASS	3,130
有る	有られなかった	V;PST;PFV;PASS;NEG	6,570
有る	有られました	V;PST;PFV;PASS;POL;FOREG	6,410
有る	有られませんでした	V;PST;PFV;PASS;POL;FOREG;NEG	10
有る	有られる	V;PRS;IPFV;ELEV	276,000
有る	有られない	V;PRS;IPFV;ELEV;NEG	13,900
有る	有られます	V;PRS;IPFV;ELEV;POL;FOREG	3,950
有る	有られません	V;PRS;IPFV;ELEV;POL;FOREG;NEG	1,130
有る	有られた	V;PST;PFV;ELEV	3,130
有る	有られなかった	V;PST;PFV;ELEV;NEG	6,570
有る	有られました	V;PST;PFV;ELEV;POL;FOREG	6,410
有る	有られませんでした	V;PST;PFV;ELEV;POL;FOREG;NEG	10
有る	有らせる	V;PRS;IPFV;CAUS	1,440
有る	有らせない	V;PRS;IPFV;CAUS;NEG	2
有る	有らせます	V;PRS;IPFV;CAUS;POL;FOREG	9
有る	有らせません	V;PRS;IPFV;CAUS;POL;FOREG;NEG	6
有る	有らせた	V;PST;PFV;CAUS	2,560
有る	有らせなかった	V;PST;PFV;CAUS;NEG	3
有る	有らせました	V;PST;PFV;CAUS;POL;FOREG	7
有る	有らせませんでした	V;PST;PFV;CAUS;POL;FOREG;NEG	2
有る	有らす	V;PRS;IPFV;CAUS	4,770
有る	有らさない	V;PRS;IPFV;CAUS;NEG	4
有る	有らします	V;PRS;IPFV;CAUS;POL;FOREG	5
有る	有らしません	V;PRS;IPFV;CAUS;POL;FOREG;NEG	353
有る	有らした	V;PST;PFV;CAUS	1,080
有る	有らさなかった	V;PST;PFV;CAUS;NEG	2
有る	有らしました	V;PST;PFV;CAUS;POL;FOREG	1
有る	有らしませんでした	V;PST;PFV;CAUS;POL;FOREG;NEG	2
有る	有らせられる	V;PRS;IPFV;CAUS;PASS	1,630
有る	有らせられない	V;PRS;IPFV;CAUS;PASS;NEG	4
有る	有らせられます	V;PRS;IPFV;CAUS;PASS;POL;FOREG	1,320
有る	有らせられません	V;PRS;IPFV;CAUS;PASS;POL;FOREG;NEG	2
有る	有らせられた	V;PST;PFV;CAUS;PASS	2,190
有る	有らせられなかった	V;PST;PFV;CAUS;PASS;NEG	3
有る	有らせられました	V;PST;PFV;CAUS;PASS;POL;FOREG	10
有る	有らせられませんでした	V;PST;PFV;CAUS;PASS;POL;FOREG;NEG	2
有る	有らされる	V;PRS;IPFV;CAUS;PASS	665
有る	有らされない	V;PRS;IPFV;CAUS;PASS;NEG	7
有る	有らされます	V;PRS;IPFV;CAUS;PASS;POL;FOREG	2
有る	有らされません	V;PRS;IPFV;CAUS;PASS;POL;FOREG;NEG	1
有る	有らされた	V;PST;PFV;CAUS;PASS	5
有る	有らされなかった	V;PST;PFV;CAUS;PASS;NEG	1
有る	有らされました	V;PST;PFV;CAUS;PASS;POL;FOREG	3
有る	有らされませんでした	V;PST;PFV;CAUS;PASS;POL;FOREG;NEG	1
有る	お有りになる	V;FORM;ELEV;PRS;IPFV	24,500
有る	お有りにならない	V;FORM;ELEV;PRS;IPFV;NEG	1,400
有る	お有りになります	V;FORM;ELEV;PRS;IPFV;POL;FOREG	7,220
有る	お有りになりません	V;FORM;ELEV;PRS;IPFV;POL;FOREG;NEG	7
有る	お有りになった	V;FORM;ELEV;PST;PFV	4,080
有る	お有りにならなかった	V;FORM;ELEV;PST;PFV;NEG	7
有る	お有りになりました	V;FORM;ELEV;PST;PFV;POL;FOREG	10
有る	お有りになりませんでした	V;FORM;ELEV;PST;PFV;POL;FOREG;NEG	0
有る	お有りする	V;FORM;HUMB;PRS;IPFV	2
有る	お有りしない	V;FORM;HUMB;PRS;IPFV;NEG	2
有る	お有りします	V;FORM;HUMB;PRS;IPFV;POL;FOREG	5
有る	お有りしません	V;FORM;HUMB;PRS;IPFV;POL;FOREG;NEG	1
有る	お有りした	V;FORM;HUMB;PST;PFV	4
有る	お有りしなかった	V;FORM;HUMB;PST;PFV;NEG	0
有る	お有りしました	V;FORM;HUMB;PST;PFV;POL;FOREG	3
有る	お有りしませんでした	V;FORM;HUMB;PST;PFV;POL;FOREG;NEG	0
有る	有らせていただく	V;FORM;HUMB;PRS;IPFV;PERM	0
有る	有らせていただかない	V;FORM;HUMB;PRS;IPFV;NEG;PERM	0
有る	有らせていただきます	V;FORM;HUMB;PRS;IPFV;POL;FOREG;PERM	0
有る	有らせていただきません	V;FORM;HUMB;PRS;IPFV;POL;FOREG;NEG;PERM	0
有る	有らせていただいた	V;FORM;HUMB;PST;PFV;PERM	0
有る	有らせていただかなかった	V;FORM;HUMB;PST;PFV;NEG;PERM	0
有る	有らせていただきました	V;FORM;HUMB;PST;PFV;POL;FOREG;PERM	0
有る	有らせていただきませんでした	V;FORM;HUMB;PST;PFV;POL;FOREG;NEG;PERM	0
ある	ある	V;PRS;IPFV	1,470,000,000
ある	ない	V;PRS;IPFV;NEG	1,160,000,000
ある	ないです	V;PRS;IPFV;POL;NEG;COL	207,000,000
ある	あります	V;PRS;IPFV;POL;FOREG	1,460,000,000
ある	ありません	V;PRS;IPFV;POL;FOREG;NEG	721,000,000
ある	あるだろう	V;PRS;IPFV;PROSP	21,200,000
ある	ないだろう	V;PRS;IPFV;PROSP;NEG	44,000,000
ある	あるでしょう	V;PRS;IPFV;PROSP;POL	56,400,000
ある	ないでしょう	V;PRS;IPFV;PROSP;POL;NEG	98,600,000
ある	あった	V;PST;PFV	501,000,000
ある	なかった	V;PST;PFV;NEG	457,000,000
ある	ありました	V;PST;PFV;POL;FOREG	153,000,000
ある	ありませんでした	V;PST;PFV;POL;FOREG;NEG	81,800,000
ある	あっただろう	V;PST;PFV;PROSP	979,000
ある	なかっただろう	V;PST;PFV;PROSP;NEG	4,710,000
ある	あったでしょう	V;PST;PFV;PROSP;POL	15,800,000
ある	なかったでしょう	V;PST;PFV;PROSP;POL;NEG	23,500,000
ある	あろう	V;INTEN	63,800,000
ある	ありましょう	V;INTEN;POL;FOREG	723,000
ある	ありたい	V;PRS;IPFV;OPT;1	21,800,000
ある	ありたくない	V;PRS;IPFV;OPT;NEG;1	240,000
ある	ありたいです	V;PRS;IPFV;OPT;POL;1	2,090,000
ある	ありたくないです	V;PRS;IPFV;OPT;POL;NEG;1	166,000
ある	ありたかった	V;PST;PFV;OPT;1	268,000
ある	ありたくなかった	V;PST;PFV;OPT;NEG;1	2,390
ある	ありたかったです	V;PST;PFV;OPT;POL;1	9,210
ある	ありたくなかったです	V;PST;PFV;OPT;POL;NEG;1	3
ある	ありたがる	V;PRS;IPFV;OPT;3	59,900
ある	ありたがらない	V;PRS;IPFV;OPT;NEG;3	123
ある	ありたがります	V;PRS;IPFV;OPT;POL;FOREG;3	10
ある	ありたがりません	V;PRS;IPFV;OPT;POL;FOREG;NEG;3	0
ある	ありたがった	V;PST;PFV;OPT;3	84,900
ある	ありたがらなかった	V;PST;PFV;OPT;NEG;3	2
ある	ありたがりました	V;PST;PFV;OPT;POL;FOREG;3	0
ある	ありたがりませんでした	V;PST;PFV;OPT;POL;FOREG;NEG;3	0
ある	あれ	V;IMP;OBLIG	512,000,000
ある	ありな	V;IMP;OBLIG;COL	31,300,000
ある	ありなさい	V;IMP;OBLIG;POL	315,000
ある	あって	V;IMP;COL	407,000,000
ある	あってください	V;IMP;POL	143,000,000
ある	おありください	V;FORM;IMP;POL	284
ある	あるな	V;IMP;OBLIG;NEG	22,100,000
ある	ないで	V;IMP;NEG;COL	230,000,000
ある	ないでください	V;IMP;POL;NEG	61,900,000
ある	おありにならないでください	V;FORM;IMP;POL;NEG	0
ある	あれる	V;PRS;IPFV;POT	685,000
ある	あれない	V;PRS;IPFV;POT;NEG	815,000
ある	あれます	V;PRS;IPFV;POT;POL;FOREG	287,000
ある	あれません	V;PRS;IPFV;POT;POL;FOREG;NEG	320,000
ある	あれた	V;PST;PFV;POT	111,000
ある	あれなかった	V;PST;PFV;POT;NEG	134,000
ある	あれました	V;PST;PFV;POT;POL;FOREG	235,000
ある	あれませんでした	V;PST;PFV;POT;POL;FOREG;NEG	150,000
ある	れる	V;PRS;IPFV;PASS	754,000,000
ある	れない	V;PRS;IPFV;PASS;NEG	74,500,000
ある	れます	V;PRS;IPFV;PASS;POL;FOREG	167,000,000
ある	れません	V;PRS;IPFV;PASS;POL;FOREG;NEG	22,200,000
ある	れた	V;PST;PFV;PASS	357,000,000
ある	れなかった	V;PST;PFV;PASS;NEG	10,600,000
ある	れました	V;PST;PFV;PASS;POL;FOREG	43,100,000
ある	れませんでした	V;PST;PFV;PASS;POL;FOREG;NEG	6,230,000
ある	れる	V;PRS;IPFV;ELEV	754,000,000
ある	れない	V;PRS;IPFV;ELEV;NEG	74,500,000
ある	れます	V;PRS;IPFV;ELEV;POL;FOREG	167,000,000
ある	れません	V;PRS;IPFV;ELEV;POL;FOREG;NEG	22,200,000
ある	れた	V;PST;PFV;ELEV	357,000,000
ある	れなかった	V;PST;PFV;ELEV;NEG	10,600,000
ある	れました	V;PST;PFV;ELEV;POL;FOREG	43,100,000
ある	れませんでした	V;PST;PFV;ELEV;POL;FOREG;NEG	6,230,000
ある	せる	V;PRS;IPFV;CAUS	246,000,000
ある	せない	V;PRS;IPFV;CAUS;NEG	107,000,000
ある	せます	V;PRS;IPFV;CAUS;POL;FOREG	18,200,000
ある	せません	V;PRS;IPFV;CAUS;POL;FOREG;NEG	37,700,000
ある	せた	V;PST;PFV;CAUS	80,300,000
ある	せなかった	V;PST;PFV;CAUS;NEG	2,460,000
ある	せました	V;PST;PFV;CAUS;POL;FOREG	25,900,000
ある	せませんでした	V;PST;PFV;CAUS;POL;FOREG;NEG	426,000
ある	す	V;PRS;IPFV;CAUS	837,000,000
ある	さない	V;PRS;IPFV;CAUS;NEG	25,500,000
ある	します	V;PRS;IPFV;CAUS;POL;FOREG	1,670,000,000
ある	しません	V;PRS;IPFV;CAUS;POL;FOREG;NEG	244,000,000
ある	した	V;PST;PFV;CAUS	2,920,000,000
ある	さなかった	V;PST;PFV;CAUS;NEG	1,530,000
ある	しました	V;PST;PFV;CAUS;POL;FOREG	895,000,000
ある	しませんでした	V;PST;PFV;CAUS;POL;FOREG;NEG	20,700,000
ある	せられる	V;PRS;IPFV;CAUS;PASS	8,700,000
ある	せられない	V;PRS;IPFV;CAUS;PASS;NEG	4,620,000
ある	せられます	V;PRS;IPFV;CAUS;PASS;POL;FOREG	1,490,000
ある	せられません	V;PRS;IPFV;CAUS;PASS;POL;FOREG;NEG	1,980,000
ある	せられた	V;PST;PFV;CAUS;PASS	5,330,000
ある	せられなかった	V;PST;PFV;CAUS;PASS;NEG	932,000
ある	せられました	V;PST;PFV;CAUS;PASS;POL;FOREG	2,240,000
ある	せられませんでした	V;PST;PFV;CAUS;PASS;POL;FOREG;NEG	917,000
ある	される	V;PRS;IPFV;CAUS;PASS	1,820,000,000
ある	されない	V;PRS;IPFV;CAUS;PASS;NEG	323,000,000
ある	されます	V;PRS;IPFV;CAUS;PASS;POL;FOREG	717,000,000
ある	されません	V;PRS;IPFV;CAUS;PASS;POL;FOREG;NEG	308,000,000
ある	された	V;PST;PFV;CAUS;PASS	1,360,000,000
ある	されなかった	V;PST;PFV;CAUS;PASS;NEG	49,800,000
ある	されました	V;PST;PFV;CAUS;PASS;POL;FOREG	287,000,000
ある	されませんでした	V;PST;PFV;CAUS;PASS;POL;FOREG;NEG	47,900,000
ある	おありになる	V;FORM;ELEV;PRS;IPFV	154,000
ある	おありにならない	V;FORM;ELEV;PRS;IPFV;NEG	26,200
ある	おありになります	V;FORM;ELEV;PRS;IPFV;POL;FOREG	133,000
ある	おありになりません	V;FORM;ELEV;PRS;IPFV;POL;FOREG;NEG	25,200
ある	おありになった	V;FORM;ELEV;PST;PFV	87,300
ある	おありにならなかった	V;FORM;ELEV;PST;PFV;NEG	6,050
ある	おありになりました	V;FORM;ELEV;PST;PFV;POL;FOREG	43,500
ある	おありになりませんでした	V;FORM;ELEV;PST;PFV;POL;FOREG;NEG	11,300
ある	おありする	V;FORM;HUMB;PRS;IPFV	10
ある	おありしない	V;FORM;HUMB;PRS;IPFV;NEG	3
ある	おありします	V;FORM;HUMB;PRS;IPFV;POL;FOREG	7
ある	おありしません	V;FORM;HUMB;PRS;IPFV;POL;FOREG;NEG	2
ある	おありした	V;FORM;HUMB;PST;PFV	7
ある	おありしなかった	V;FORM;HUMB;PST;PFV;NEG	0
ある	おありしました	V;FORM;HUMB;PST;PFV;POL;FOREG	4
ある	おありしませんでした	V;FORM;HUMB;PST;PFV;POL;FOREG;NEG	2
ある	せていただく	V;FORM;HUMB;PRS;IPFV;PERM	29,200,000
ある	せていただかない	V;FORM;HUMB;PRS;IPFV;NEG;PERM	170,000
ある	せていただきます	V;FORM;HUMB;PRS;IPFV;POL;FOREG;PERM	64,500,000
ある	せていただきません	V;FORM;HUMB;PRS;IPFV;POL;FOREG;NEG;PERM	177,000
ある	せていただいた	V;FORM;HUMB;PST;PFV;PERM	21,400,000
ある	せていただかなかった	V;FORM;HUMB;PST;PFV;NEG;PERM	3,860
ある	せていただきました	V;FORM;HUMB;PST;PFV;POL;FOREG;PERM	34,300,000
ある	せていただきませんでした	V;FORM;HUMB;PST;PFV;POL;FOREG;NEG;PERM	27,200
歩く	歩く	V;PRS;IPFV	102,000,000
歩く	歩かない	V;PRS;IPFV;NEG	4,200,000
歩く	歩かないです	V;PRS;IPFV;POL;NEG;COL	293,000
歩く	歩きます	V;PRS;IPFV;POL;FOREG	8,040,000
歩く	歩きません	V;PRS;IPFV;POL;FOREG;NEG	510,000
歩く	歩くだろう	V;PRS;IPFV;PROSP	53,200
歩く	歩かないだろう	V;PRS;IPFV;PROSP;NEG	83,600
歩く	歩くでしょう	V;PRS;IPFV;PROSP;POL	194,000
歩く	歩かないでしょう	V;PRS;IPFV;PROSP;POL;NEG	112,000
歩く	歩いた	V;PST;PFV	20,000,000
歩く	歩かなかった	V;PST;PFV;NEG	852,000
歩く	歩きました	V;PST;PFV;POL;FOREG	6,380,000
歩く	歩きませんでした	V;PST;PFV;POL;FOREG;NEG	751,000
歩く	歩いただろう	V;PST;PFV;PROSP	7,600
歩く	歩かなかっただろう	V;PST;PFV;PROSP;NEG	2,550
歩く	歩いたでしょう	V;PST;PFV;PROSP;POL	183,000
歩く	歩かなかったでしょう	V;PST;PFV;PROSP;POL;NEG	1,650
歩く	歩こう	V;INTEN	7,680,000
歩く	歩きましょう	V;INTEN;POL;FOREG	1,880,000
歩く	歩きたい	V;PRS;IPFV;OPT;1	2,990,000
歩く	歩きたくない	V;PRS;IPFV;OPT;NEG;1	5,670,000
歩く	歩きたいです	V;PRS;IPFV;OPT;POL;1	2,490,000
歩く	歩きたくないです	V;PRS;IPFV;OPT;POL;NEG;1	519,000
歩く	歩きたかった	V;PST;PFV;OPT;1	469,000
歩く	歩きたくなかった	V;PST;PFV;OPT;NEG;1	208,000
歩く	歩きたかったです	V;PST;PFV;OPT;POL;1	276,000
歩く	歩きたくなかったです	V;PST;PFV;OPT;POL;NEG;1	9,790
歩く	歩きたがる	V;PRS;IPFV;OPT;3	231,000
歩く	歩きたがらない	V;PRS;IPFV;OPT;NEG;3	22,800
歩く	歩きたがります	V;PRS;IPFV;OPT;POL;FOREG;3	426,000
歩く	歩きたがりません	V;PRS;IPFV;OPT;POL;FOREG;NEG;3	2,630
歩く	歩きたがった	V;PST;PFV;OPT;3	18,100
歩く	歩きたがらなかった	V;PST;PFV;OPT;NEG;3	111,000
歩く	歩きたがりました	V;PST;PFV;OPT;POL;FOREG;3	2,460
歩く	歩きたがりませんでした	V;PST;PFV;OPT;POL;FOREG;NEG;3	43,200
歩く	歩け	V;IMP;OBLIG	36,000,000
歩く	歩きな	V;IMP;OBLIG;COL	260,000
歩く	歩きなさい	V;IMP;OBLIG;POL	327,000
歩く	歩いて	V;IMP;COL	69,300,000
歩く	歩いてください	V;IMP;POL	49,800,000
歩く	お歩きください	V;FORM;IMP;POL	8,180
歩く	歩くな	V;IMP;OBLIG;NEG	338,000
歩く	歩かないで	V;IMP;NEG;COL	510,000
歩く	歩かないでください	V;IMP;POL;NEG	358,000
歩く	お歩きにならないでください	V;FORM;IMP;POL;NEG	6
歩く	歩ける	V;PRS;IPFV;POT	13,100,000
歩く	歩けない	V;PRS;IPFV;POT;NEG	7,950,000
歩く	歩けます	V;PRS;IPFV;POT;POL;FOREG	9,820,000
歩く	歩けません	V;PRS;IPFV;POT;POL;FOREG;NEG	965,000
歩く	歩けた	V;PST;PFV;POT	2,630,000
歩く	歩けなかった	V;PST;PFV;POT;NEG	2,470,000
歩く	歩けました	V;PST;PFV;POT;POL;FOREG	5,690,000
歩く	歩けませんでした	V;PST;PFV;POT;POL;FOREG;NEG	2,570,000
歩く	歩かれる	V;PRS;IPFV;PASS	907,000
歩く	歩かれない	V;PRS;IPFV;PASS;NEG	10,200
歩く	歩かれます	V;PRS;IPFV;PASS;POL;FOREG	19,200
歩く	歩かれません	V;PRS;IPFV;PASS;POL;FOREG;NEG	1,660
歩く	歩かれた	V;PST;PFV;PASS	344,000
歩く	歩かれなかった	V;PST;PFV;PASS;NEG	1,290
歩く	歩かれました	V;PST;PFV;PASS;POL;FOREG	17,500
歩く	歩かれませんでした	V;PST;PFV;PASS;POL;FOREG;NEG	807
歩く	歩かれる	V;PRS;IPFV;ELEV	907,000
歩く	歩かれない	V;PRS;IPFV;ELEV;NEG	10,200
歩く	歩かれます	V;PRS;IPFV;ELEV;POL;FOREG	19,200
歩く	歩かれません	V;PRS;IPFV;ELEV;POL;FOREG;NEG	1,660
歩く	歩かれた	V;PST;PFV;ELEV	344,000
歩く	歩かれなかった	V;PST;PFV;ELEV;NEG	1,290
歩く	歩かれました	V;PST;PFV;ELEV;POL;FOREG	17,500
歩く	歩かれませんでした	V;PST;PFV;ELEV;POL;FOREG;NEG	807
歩く	歩かせる	V;PRS;IPFV;CAUS	2,440,000
歩く	歩かせない	V;PRS;IPFV;CAUS;NEG	61,900
歩く	歩かせます	V;PRS;IPFV;CAUS;POL;FOREG	24,100
歩く	歩かせません	V;PRS;IPFV;CAUS;POL;FOREG;NEG	11,300
歩く	歩かせた	V;PST;PFV;CAUS	135,000
歩く	歩かせなかった	V;PST;PFV;CAUS;NEG	7,710
歩く	歩かせました	V;PST;PFV;CAUS;POL;FOREG	279,000
歩く	歩かせませんでした	V;PST;PFV;CAUS;POL;FOREG;NEG	2,950
歩く	歩かさない	V;PRS;IPFV;CAUS;NEG	3,650
歩く	歩かします	V;PRS;IPFV;CAUS;POL;FOREG	1,910
歩く	歩かしません	V;PRS;IPFV;CAUS;POL;FOREG;NEG	8
歩く	歩かした	V;PST;PFV;CAUS	1,360
歩く	歩かさなかった	V;PST;PFV;CAUS;NEG	55
歩く	歩かしました	V;PST;PFV;CAUS;POL;FOREG	696
歩く	歩かしませんでした	V;PST;PFV;CAUS;POL;FOREG;NEG	1
歩く	歩かせられる	V;PRS;IPFV;CAUS;PASS	270,000
歩く	歩かせられない	V;PRS;IPFV;CAUS;PASS;NEG	32,200
歩く	歩かせられます	V;PRS;IPFV;CAUS;PASS;POL;FOREG	11,500
歩く	歩かせられません	V;PRS;IPFV;CAUS;PASS;POL;FOREG;NEG	38,100
歩く	歩かせられた	V;PST;PFV;CAUS;PASS	63,600
歩く	歩かせられなかった	V;PST;PFV;CAUS;PASS;NEG	2,570
歩く	歩かせられました	V;PST;PFV;CAUS;PASS;POL;FOREG	2,720
歩く	歩かせられませんでした	V;PST;PFV;CAUS;PASS;POL;FOREG;NEG	1,210
歩く	歩かされる	V;PRS;IPFV;CAUS;PASS	190,000
歩く	歩かされない	V;PRS;IPFV;CAUS;PASS;NEG	6,680
歩く	歩かされます	V;PRS;IPFV;CAUS;PASS;POL;FOREG	262,000
歩く	歩かされません	V;PRS;IPFV;CAUS;PASS;POL;FOREG;NEG	5,410
歩く	歩かされた	V;PST;PFV;CAUS;PASS	2,940,000
歩く	歩かされなかった	V;PST;PFV;CAUS;PASS;NEG	32,500
歩く	歩かされました	V;PST;PFV;CAUS;PASS;POL;FOREG	254,000
歩く	歩かされませんでした	V;PST;PFV;CAUS;PASS;POL;FOREG;NEG	7
歩く	お歩きになる	V;FORM;ELEV;PRS;IPFV	36,700
歩く	お歩きにならない	V;FORM;ELEV;PRS;IPFV;NEG	1,110
歩く	お歩きになります	V;FORM;ELEV;PRS;IPFV;POL;FOREG	2,510
歩く	お歩きになりません	V;FORM;ELEV;PRS;IPFV;POL;FOREG;NEG	1,070
歩く	お歩きになった	V;FORM;ELEV;PST;PFV	4,660
歩く	お歩きにならなかった	V;FORM;ELEV;PST;PFV;NEG	0
歩く	お歩きになりました	V;FORM;ELEV;PST;PFV;POL;FOREG	2,100
歩く	お歩きになりませんでした	V;FORM;ELEV;PST;PFV;POL;FOREG;NEG	0
歩く	お歩きする	V;FORM;HUMB;PRS;IPFV	327
歩く	お歩きしない	V;FORM;HUMB;PRS;IPFV;NEG	4
歩く	お歩きします	V;FORM;HUMB;PRS;IPFV;POL;FOREG	233
歩く	お歩きしません	V;FORM;HUMB;PRS;IPFV;POL;FOREG;NEG	1
歩く	お歩きした	V;FORM;HUMB;PST;PFV	9
歩く	お歩きしなかった	V;FORM;HUMB;PST;PFV;NEG	0
歩く	お歩きしました	V;FORM;HUMB;PST;PFV;POL;FOREG	8
歩く	お歩きしませんでした	V;FORM;HUMB;PST;PFV;POL;FOREG;NEG	0
歩く	歩かせていただく	V;FORM;HUMB;PRS;IPFV;PERM	55,900
歩く	歩かせていただかない	V;FORM;HUMB;PRS;IPFV;NEG;PERM	9
歩く	歩かせていただきます	V;FORM;HUMB;PRS;IPFV;POL;FOREG;PERM	493,000
歩く	歩かせていただきません	V;FORM;HUMB;PRS;IPFV;POL;FOREG;NEG;PERM	0
歩く	歩かせていただいた	V;FORM;HUMB;PST;PFV;PERM	35,400
歩く	歩かせていただかなかった	V;FORM;HUMB;PST;PFV;NEG;PERM	0
歩く	歩かせていただきました	V;FORM;HUMB;PST;PFV;POL;FOREG;PERM	87,300
歩く	歩かせていただきませんでした	V;FORM;HUMB;PST;PFV;POL;FOREG;NEG;PERM	0
言う	言う	V;PRS;IPFV	228,000,000
言う	言わない	V;PRS;IPFV;NEG	69,500,000
言う	言わないです	V;PRS;IPFV;POL;NEG;COL	31,000,000
言う	言います	V;PRS;IPFV;POL;FOREG	104,000,000
言う	言いません	V;PRS;IPFV;POL;FOREG;NEG	19,500,000
言う	言うだろう	V;PRS;IPFV;PROSP	395,000
言う	言わないだろう	V;PRS;IPFV;PROSP;NEG	6,560,000
言う	言うでしょう	V;PRS;IPFV;PROSP;POL	1,330,000
言う	言わないでしょう	V;PRS;IPFV;PROSP;POL;NEG	13,000,000
言う	言った	V;PST;PFV	96,000,000
言う	言わなかった	V;PST;PFV;NEG	13,300,000
言う	言いました	V;PST;PFV;POL;FOREG	24,000,000
言う	言いませんでした	V;PST;PFV;POL;FOREG;NEG	13,500,000
言う	言っただろう	V;PST;PFV;PROSP	541,000
言う	言わなかっただろう	V;PST;PFV;PROSP;NEG	57,400
言う	言ったでしょう	V;PST;PFV;PROSP;POL	11,600,000
言う	言わなかったでしょう	V;PST;PFV;PROSP;POL;NEG	548,000
言う	言おう	V;INTEN	3,550,000
言う	言いましょう	V;INTEN;POL;FOREG	730,000
言う	言いたい	V;PRS;IPFV;OPT;1	44,400,000
言う	言いたくない	V;PRS;IPFV;OPT;NEG;1	10,700,000
言う	言いたいです	V;PRS;IPFV;OPT;POL;1	22,900,000
言う	言いたくないです	V;PRS;IPFV;OPT;POL;NEG;1	7,960,000
言う	言いたかった	V;PST;PFV;OPT;1	6,780,000
言う	言いたくなかった	V;PST;PFV;OPT;NEG;1	313,000
言う	言いたかったです	V;PST;PFV;OPT;POL;1	1,100,000
言う	言いたくなかったです	V;PST;PFV;OPT;POL;NEG;1	87,900
言う	言いたがる	V;PRS;IPFV;OPT;3	528,000
言う	言いたがらない	V;PRS;IPFV;OPT;NEG;3	148,000
言う	言いたがります	V;PRS;IPFV;OPT;POL;FOREG;3	43,700
言う	言いたがりません	V;PRS;IPFV;OPT;POL;FOREG;NEG;3	33,400
言う	言いたがった	V;PST;PFV;OPT;3	4,120
言う	言いたがらなかった	V;PST;PFV;OPT;NEG;3	14,000
言う	言いたがりました	V;PST;PFV;OPT;POL;FOREG;3	1,060
言う	言いたがりませんでした	V;PST;PFV;OPT;POL;FOREG;NEG;3	11,500
言う	言え	V;IMP;OBLIG	293,000,000
言う	言いな	V;IMP;OBLIG;COL	960,000
言う	言いなさい	V;IMP;OBLIG;POL	1,290,000
言う	言って	V;IMP;COL	230,000,000
言う	言ってください	V;IMP;POL	142,000,000
言う	お言いください	V;FORM;IMP;POL	537
言う	言うな	V;IMP;OBLIG;NEG	9,890,000
言う	言わないで	V;IMP;NEG;COL	26,300,000
言う	言わないでください	V;IMP;POL;NEG	4,990,000
言う	お言いにならないでください	V;FORM;IMP;POL;NEG	2
言う	言える	V;PRS;IPFV;POT	168,000,000
言う	言えない	V;PRS;IPFV;POT;NEG	66,900,000
言う	言えます	V;PRS;IPFV;POT;POL;FOREG	105,000,000
言う	言えません	V;PRS;IPFV;POT;POL;FOREG;NEG	31,100,000
言う	言えた	V;PST;PFV;POT	2,570,000
言う	言えなかった	V;PST;PFV;POT;NEG	8,440,000
言う	言えました	V;PST;PFV;POT;POL;FOREG	911,000
言う	言えませんでした	V;PST;PFV;POT;POL;FOREG;NEG	24,300,000
言う	言われる	V;PRS;IPFV;PASS	145,000,000
言う	言われない	V;PRS;IPFV;PASS;NEG	17,900,000
