lemma	inflected	label	hits	lemma_hiragana	inflected_hiragana	lemma_roman	inflected_roman
かける	かけなかったでしょう	V;PST;PFV;PROSP;POL;NEG	28700	かける	かけなかったでしょう	kakeru	kakenakattadeshou
かける	かけよう	V;INTEN	5950000	かける	かけよう	kakeru	kakeyou
かける	かけましょう	V;INTEN;POL;FOREG	1490000	かける	かけましょう	kakeru	kakemashou
かける	かけたい	V;PRS;IPFV;OPT;1	7850000	かける	かけたい	kakeru	kaketai
かける	かけたくない	V;PRS;IPFV;OPT;NEG;1	7340000	かける	かけたくない	kakeru	kaketakunai
かける	かけたいです	V;PRS;IPFV;OPT;POL;1	1060000	かける	かけたいです	kakeru	kaketaidesu
かける	かけたくないです	V;PRS;IPFV;OPT;POL;NEG;1	3620000	かける	かけたくないです	kakeru	kaketakunaidesu
かける	かけたかった	V;PST;PFV;OPT;1	305000	かける	かけたかった	kakeru	kaketakatta
かける	かけたくなかった	V;PST;PFV;OPT;NEG;1	3240000	かける	かけたくなかった	kakeru	kaketakunakatta
かける	かけたかったです	V;PST;PFV;OPT;POL;1	94600	かける	かけたかったです	kakeru	kaketakattadesu
かける	かけたくなかったです	V;PST;PFV;OPT;POL;NEG;1	314000	かける	かけたくなかったです	kakeru	kaketakunakattadesu
かける	かけたがる	V;PRS;IPFV;OPT;3	1710000	かける	かけたがる	kakeru	kaketagaru
かける	かけたがらない	V;PRS;IPFV;OPT;NEG;3	55100	かける	かけたがらない	kakeru	kaketagaranai
かける	かけたがります	V;PRS;IPFV;OPT;POL;FOREG;3	237000	かける	かけたがります	kakeru	kaketagarimasu
かける	かけたがりません	V;PRS;IPFV;OPT;POL;FOREG;NEG;3	189000	かける	かけたがりません	kakeru	kaketagarimasen
かける	かけたがった	V;PST;PFV;OPT;3	43500	かける	かけたがった	kakeru	kaketagatta
かける	かけたがらなかった	V;PST;PFV;OPT;NEG;3	2310	かける	かけたがらなかった	kakeru	kaketagaranakatta
かける	かけたがりました	V;PST;PFV;OPT;POL;FOREG;3	2910	かける	かけたがりました	kakeru	kaketagarimashita
かける	かけたがりませんでした	V;PST;PFV;OPT;POL;FOREG;NEG;3	7	かける	かけたがりませんでした	kakeru	kaketagarimasendeshita
かける	かけろ	V;IMP;OBLIG	1540000	かける	かけろ	kakeru	kakero
かける	かけな	V;IMP;OBLIG;COL	1430000	かける	かけな	kakeru	kakena
かける	かけなさい	V;IMP;OBLIG;POL	1130000	かける	かけなさい	kakeru	kakenasai
かける	かけて	V;IMP;COL	190000000	かける	かけて	kakeru	kakete
かける	かけてください	V;IMP;POL	84100000	かける	かけてください	kakeru	kaketekudasai
かける	おかけください	V;FORM;IMP;POL	5000000	かける	おかけください	kakeru	okakekudasai
かける	かけるな	V;IMP;OBLIG;NEG	3780000	かける	かけるな	kakeru	kakeruna
かける	かけないで	V;IMP;NEG;COL	11800000	かける	かけないで	kakeru	kakenaide
かける	かけないでください	V;IMP;POL;NEG	6090000	かける	かけないでください	kakeru	kakenaidekudasai
かける	おかけにならないでください	V;FORM;IMP;POL;NEG	2450	かける	おかけにならないでください	kakeru	okakeninaranaidekudasai
かける	かけられる	V;PRS;IPFV;POT	20300000	かける	かけられる	kakeru	kakerareru
かける	かけられない	V;PRS;IPFV;POT;NEG	17700000	かける	かけられない	kakeru	kakerarenai
かける	かけられます	V;PRS;IPFV;POT;POL;FOREG	21500000	かける	かけられます	kakeru	kakeraremasu
かける	かけられません	V;PRS;IPFV;POT;POL;FOREG;NEG	2870000	かける	かけられません	kakeru	kakeraremasen
かける	かけられた	V;PST;PFV;POT	22500000	かける	かけられた	kakeru	kakerareta
かける	かけられなかった	V;PST;PFV;POT;NEG	1320000	かける	かけられなかった	kakeru	kakerarenakatta
かける	かけられました	V;PST;PFV;POT;POL;FOREG	9150000	かける	かけられました	kakeru	kakeraremashita
かける	かけられませんでした	V;PST;PFV;POT;POL;FOREG;NEG	1170000	かける	かけられませんでした	kakeru	kakeraremasendeshita
かける	かけられる	V;PRS;IPFV;PASS	20300000	かける	かけられる	kakeru	kakerareru
かける	かけられない	V;PRS;IPFV;PASS;NEG	17700000	かける	かけられない	kakeru	kakerarenai
かける	かけられます	V;PRS;IPFV;PASS;POL;FOREG	21500000	かける	かけられます	kakeru	kakeraremasu
かける	かけられません	V;PRS;IPFV;PASS;POL;FOREG;NEG	2870000	かける	かけられません	kakeru	kakeraremasen
かける	かけられた	V;PST;PFV;PASS	22500000	かける	かけられた	kakeru	kakerareta
かける	かけられなかった	V;PST;PFV;PASS;NEG	1320000	かける	かけられなかった	kakeru	kakerarenakatta
かける	かけられました	V;PST;PFV;PASS;POL;FOREG	9150000	かける	かけられました	kakeru	kakeraremashita
かける	かけられませんでした	V;PST;PFV;PASS;POL;FOREG;NEG	1170000	かける	かけられませんでした	kakeru	kakeraremasendeshita
かける	かけられる	V;PRS;IPFV;ELEV	20300000	かける	かけられる	kakeru	kakerareru
かける	かけられない	V;PRS;IPFV;ELEV;NEG	17700000	かける	かけられない	kakeru	kakerarenai
かける	かけられます	V;PRS;IPFV;ELEV;POL;FOREG	21500000	かける	かけられます	kakeru	kakeraremasu
かける	かけられません	V;PRS;IPFV;ELEV;POL;FOREG;NEG	2870000	かける	かけられません	kakeru	kakeraremasen
かける	かけられた	V;PST;PFV;ELEV	22500000	かける	かけられた	kakeru	kakerareta
かける	かけられなかった	V;PST;PFV;ELEV;NEG	1320000	かける	かけられなかった	kakeru	kakerarenakatta
かける	かけられました	V;PST;PFV;ELEV;POL;FOREG	9150000	かける	かけられました	kakeru	kakeraremashita
かける	かけられませんでした	V;PST;PFV;ELEV;POL;FOREG;NEG	1170000	かける	かけられませんでした	kakeru	kakeraremasendeshita
かける	かけさせる	V;PRS;IPFV;CAUS	694000	かける	かけさせる	kakeru	kakesaseru
かける	かけさせない	V;PRS;IPFV;CAUS;NEG	434000	かける	かけさせない	kakeru	kakesasenai
かける	かけさせます	V;PRS;IPFV;CAUS;POL;FOREG	44500	かける	かけさせます	kakeru	kakesasemasu
かける	かけさせません	V;PRS;IPFV;CAUS;POL;FOREG;NEG	26100	かける	かけさせません	kakeru	kakesasemasen
かける	かけさせた	V;PST;PFV;CAUS	236000	かける	かけさせた	kakeru	kakesaseta
かける	かけさせなかった	V;PST;PFV;CAUS;NEG	3830	かける	かけさせなかった	kakeru	kakesasenakatta
かける	かけさせました	V;PST;PFV;CAUS;POL;FOREG	31300	かける	かけさせました	kakeru	kakesasemashita
かける	かけさせませんでした	V;PST;PFV;CAUS;POL;FOREG;NEG	3680	かける	かけさせませんでした	kakeru	kakesasemasendeshita
かける	かけさす	V;PRS;IPFV;CAUS	11200	かける	かけさす	kakeru	kakesasu
かける	かけささない	V;PRS;IPFV;CAUS;NEG	173	かける	かけささない	kakeru	kakesasanai
かける	かけさします	V;PRS;IPFV;CAUS;POL;FOREG	642	かける	かけさします	kakeru	kakesashimasu
かける	かけさしません	V;PRS;IPFV;CAUS;POL;FOREG;NEG	6	かける	かけさしません	kakeru	kakesashimasen
かける	かけさした	V;PST;PFV;CAUS	4070	かける	かけさした	kakeru	kakesashita
かける	かけささなかった	V;PST;PFV;CAUS;NEG	5	かける	かけささなかった	kakeru	kakesasanakatta
かける	かけさしました	V;PST;PFV;CAUS;POL;FOREG	9	かける	かけさしました	kakeru	kakesashimashita
かける	かけさしませんでした	V;PST;PFV;CAUS;POL;FOREG;NEG	2	かける	かけさしませんでした	kakeru	kakesashimasendeshita
かける	かけさせられる	V;PRS;IPFV;CAUS;PASS	306000	かける	かけさせられる	kakeru	kakesaserareru
かける	かけさせられない	V;PRS;IPFV;CAUS;PASS;NEG	76100	かける	かけさせられない	kakeru	kakesaserarenai
かける	かけさせられます	V;PRS;IPFV;CAUS;PASS;POL;FOREG	183000	かける	かけさせられます	kakeru	kakesaseraremasu
かける	かけさせられません	V;PRS;IPFV;CAUS;PASS;POL;FOREG;NEG	72600	かける	かけさせられません	kakeru	kakesaseraremasen
かける	かけさせられた	V;PST;PFV;CAUS;PASS	357000	かける	かけさせられた	kakeru	kakesaserareta
かける	かけさせられなかった	V;PST;PFV;CAUS;PASS;NEG	5	かける	かけさせられなかった	kakeru	kakesaserarenakatta
かける	かけさせられました	V;PST;PFV;CAUS;PASS;POL;FOREG	86000	かける	かけさせられました	kakeru	kakesaseraremashita
かける	かけさせられませんでした	V;PST;PFV;CAUS;PASS;POL;FOREG;NEG	9	かける	かけさせられませんでした	kakeru	kakesaseraremasendeshita
かける	おかけになる	V;FORM;ELEV;PRS;IPFV	92500	かける	おかけになる	kakeru	okakeninaru
かける	おかけにならない	V;FORM;ELEV;PRS;IPFV;NEG	20500	かける	おかけにならない	kakeru	okakeninaranai
かける	おかけになります	V;FORM;ELEV;PRS;IPFV;POL;FOREG	59100	かける	おかけになります	kakeru	okakeninarimasu
かける	おかけになりません	V;FORM;ELEV;PRS;IPFV;POL;FOREG;NEG	17300	かける	おかけになりません	kakeru	okakeninarimasen
かける	おかけになった	V;FORM;ELEV;PST;PFV	95600	かける	おかけになった	kakeru	okakeninatta
かける	おかけにならなかった	V;FORM;ELEV;PST;PFV;NEG	3120	かける	おかけにならなかった	kakeru	okakeninaranakatta
かける	おかけになりました	V;FORM;ELEV;PST;PFV;POL;FOREG	28500	かける	おかけになりました	kakeru	okakeninarimashita
かける	おかけになりませんでした	V;FORM;ELEV;PST;PFV;POL;FOREG;NEG	9	かける	おかけになりませんでした	kakeru	okakeninarimasendeshita
かける	おかけする	V;FORM;HUMB;PRS;IPFV	3080000	かける	おかけする	kakeru	okakesuru
かける	おかけしない	V;FORM;HUMB;PRS;IPFV;NEG	806000	かける	おかけしない	kakeru	okakeshinai
かける	おかけします	V;FORM;HUMB;PRS;IPFV;POL;FOREG	24000000	かける	おかけします	kakeru	okakeshimasu
かける	おかけしません	V;FORM;HUMB;PRS;IPFV;POL;FOREG;NEG	473000	かける	おかけしません	kakeru	okakeshimasen
かける	おかけした	V;FORM;HUMB;PST;PFV	1140000	かける	おかけした	kakeru	okakeshita
かける	おかけしなかった	V;FORM;HUMB;PST;PFV;NEG	336000	かける	おかけしなかった	kakeru	okakeshinakatta
かける	おかけしました	V;FORM;HUMB;PST;PFV;POL;FOREG	5190000	かける	おかけしました	kakeru	okakeshimashita
かける	おかけしませんでした	V;FORM;HUMB;PST;PFV;POL;FOREG;NEG	157000	かける	おかけしませんでした	kakeru	okakeshimasendeshita
かける	かけさせていただく	V;FORM;HUMB;PRS;IPFV;PERM	417000	かける	かけさせていただく	kakeru	kakesaseteitadaku
かける	かけさせていただかない	V;FORM;HUMB;PRS;IPFV;NEG;PERM	7	かける	かけさせていただかない	kakeru	kakesaseteitadakanai
かける	かけさせていただきます	V;FORM;HUMB;PRS;IPFV;POL;FOREG;PERM	699000	かける	かけさせていただきます	kakeru	kakesaseteitadakimasu
かける	かけさせていただきません	V;FORM;HUMB;PRS;IPFV;POL;FOREG;NEG;PERM	3	かける	かけさせていただきません	kakeru	kakesaseteitadakimasen
かける	かけさせていただいた	V;FORM;HUMB;PST;PFV;PERM	168000	かける	かけさせていただいた	kakeru	kakesaseteitadaita
かける	かけさせていただかなかった	V;FORM;HUMB;PST;PFV;NEG;PERM	1	かける	かけさせていただかなかった	kakeru	kakesaseteitadakanakatta
かける	かけさせていただきました	V;FORM;HUMB;PST;PFV;POL;FOREG;PERM	237000	かける	かけさせていただきました	kakeru	kakesaseteitadakimashita
かける	かけさせていただきませんでした	V;FORM;HUMB;PST;PFV;POL;FOREG;NEG;PERM	0	かける	かけさせていただきませんでした	kakeru	kakesaseteitadakimasendeshita
貸す	貸す	V;PRS;IPFV	19500000	かす	かす	kasu	kasu
貸す	貸さない	V;PRS;IPFV;NEG	653000	かす	かさない	kasu	kasanai
貸す	貸さないです	V;PRS;IPFV;POL;NEG;COL	159000	かす	かさないです	kasu	kasanaidesu
貸す	貸します	V;PRS;IPFV;POL;FOREG	2280000	かす	かします	kasu	kashimasu
貸す	貸しません	V;PRS;IPFV;POL;FOREG;NEG	52400	かす	かしません	kasu	kashimasen
貸す	貸すだろう	V;PRS;IPFV;PROSP	14600	かす	かすだろう	kasu	kasudarou
貸す	貸さないだろう	V;PRS;IPFV;PROSP;NEG	324000	かす	かさないだろう	kasu	kasanaidarou
貸す	貸すでしょう	V;PRS;IPFV;PROSP;POL	28900	かす	かすでしょう	kasu	kasudeshou
貸す	貸さないでしょう	V;PRS;IPFV;PROSP;POL;NEG	88200	かす	かさないでしょう	kasu	kasanaideshou
貸す	貸した	V;PST;PFV	5220000	かす	かした	kasu	kashita
貸す	貸さなかった	V;PST;PFV;NEG	56400	かす	かさなかった	kasu	kasanakatta
貸す	貸さなかったです	V;PST;PFV;POL;NEG;COL	6000	かす	かさなかったです	kasu	kasanakattadesu
貸す	貸しました	V;PST;PFV;POL;FOREG	249000	かす	かしました	kasu	kashimashita
貸す	貸しませんでした	V;PST;PFV;POL;FOREG;NEG	21100	かす	かしませんでした	kasu	kashimasendeshita
貸す	貸しただろう	V;PST;PFV;PROSP	1830	かす	かしただろう	kasu	kashitadarou
貸す	貸さなかっただろう	V;PST;PFV;PROSP;NEG	1440	かす	かさなかっただろう	kasu	kasanakattadarou
貸す	貸したでしょう	V;PST;PFV;PROSP;POL	58200	かす	かしたでしょう	kasu	kashitadeshou
貸す	貸さなかったでしょう	V;PST;PFV;PROSP;POL;NEG	4050	かす	かさなかったでしょう	kasu	kasanakattadeshou
貸す	貸そう	V;INTEN	736000	かす	かそう	kasu	kasou
貸す	貸しましょう	V;INTEN;POL;FOREG	230000	かす	かしましょう	kasu	kashimashou
貸す	貸したい	V;PRS;IPFV;OPT;1	11300000	かす	かしたい	kasu	kashitai
貸す	貸したくない	V;PRS;IPFV;OPT;NEG;1	39800	かす	かしたくない	kasu	kashitakunai
貸す	貸したいです	V;PRS;IPFV;OPT;POL;1	289000	かす	かしたいです	kasu	kashitaidesu
貸す	貸したくないです	V;PRS;IPFV;OPT;POL;NEG;1	23700	かす	かしたくないです	kasu	kashitakunaidesu
貸す	貸したかった	V;PST;PFV;OPT;1	4210	かす	かしたかった	kasu	kashitakatta
貸す	貸したくなかった	V;PST;PFV;OPT;NEG;1	6930	かす	かしたくなかった	kasu	kashitakunakatta
貸す	貸したかったです	V;PST;PFV;OPT;POL;1	670	かす	かしたかったです	kasu	kashitakattadesu
貸す	貸したくなかったです	V;PST;PFV;OPT;POL;NEG;1	10	かす	かしたくなかったです	kasu	kashitakunakattadesu
貸す	貸したがる	V;PRS;IPFV;OPT;3	208000	かす	かしたがる	kasu	kashitagaru
貸す	貸したがらない	V;PRS;IPFV;OPT;NEG;3	4610	かす	かしたがらない	kasu	kashitagaranai
貸す	貸したがります	V;PRS;IPFV;OPT;POL;FOREG;3	4420	かす	かしたがります	kasu	kashitagarimasu
貸す	貸したがりません	V;PRS;IPFV;OPT;POL;FOREG;NEG;3	14600	かす	かしたがりません	kasu	kashitagarimasen
貸す	貸したがった	V;PST;PFV;OPT;3	426	かす	かしたがった	kasu	kashitagatta
貸す	貸したがらなかった	V;PST;PFV;OPT;NEG;3	1450	かす	かしたがらなかった	kasu	kashitagaranakatta
貸す	貸したがりました	V;PST;PFV;OPT;POL;FOREG;3	6	かす	かしたがりました	kasu	kashitagarimashita
貸す	貸したがりませんでした	V;PST;PFV;OPT;POL;FOREG;NEG;3	8	かす	かしたがりませんでした	kasu	kashitagarimasendeshita
貸す	貸せ	V;IMP;OBLIG	568000	かす	かせ	kasu	kase
貸す	貸しな	V;IMP;OBLIG;COL	55500	かす	かしな	kasu	kashina
貸す	貸しなさい	V;IMP;OBLIG;POL	112000	かす	かしなさい	kasu	kashinasai
貸す	貸して	V;IMP;COL	30300000	かす	かして	kasu	kashite
貸す	貸してください	V;IMP;POL	21100000	かす	かしてください	kasu	kashitekudasai
貸す	お貸しください	V;FORM;IMP;POL	8890000	かす	おかしください	kasu	okashikudasai
貸す	貸すな	V;IMP;OBLIG;NEG	241000	かす	かすな	kasu	kasuna
貸す	貸さないで	V;IMP;NEG;COL	309000	かす	かさないで	kasu	kasanaide
貸す	貸さないでください	V;IMP;POL;NEG	223000	かす	かさないでください	kasu	kasanaidekudasai
貸す	お貸しにならないでください	V;FORM;IMP;POL;NEG	10	かす	おかしにならないでください	kasu	okashininaranaidekudasai
貸す	貸せる	V;PRS;IPFV;POT	890000	かす	かせる	kasu	kaseru
貸す	貸せない	V;PRS;IPFV;POT;NEG	144000	かす	かせない	kasu	kasenai
貸す	貸せます	V;PRS;IPFV;POT;POL;FOREG	439000	かす	かせます	kasu	kasemasu
貸す	貸せません	V;PRS;IPFV;POT;POL;FOREG;NEG	54900	かす	かせません	kasu	kasemasen
貸す	貸せた	V;PST;PFV;POT	66100	かす	かせた	kasu	kaseta
貸す	貸せなかった	V;PST;PFV;POT;NEG	6390	かす	かせなかった	kasu	kasenakatta
貸す	貸せました	V;PST;PFV;POT;POL;FOREG	90800	かす	かせました	kasu	kasemashita
貸す	貸せませんでした	V;PST;PFV;POT;POL;FOREG;NEG	5910	かす	かせませんでした	kasu	kasemasendeshita
貸す	貸される	V;PRS;IPFV;PASS	31300	かす	かされる	kasu	kasareru
貸す	貸されない	V;PRS;IPFV;PASS;NEG	9120	かす	かされない	kasu	kasarenai
貸す	貸されます	V;PRS;IPFV;PASS;POL;FOREG	3550	かす	かされます	kasu	kasaremasu
貸す	貸されません	V;PRS;IPFV;PASS;POL;FOREG;NEG	960	かす	かされません	kasu	kasaremasen
貸す	貸された	V;PST;PFV;PASS	121000	かす	かされた	kasu	kasareta
貸す	貸されなかった	V;PST;PFV;PASS;NEG	901	かす	かされなかった	kasu	kasarenakatta
貸す	貸されました	V;PST;PFV;PASS;POL;FOREG	5670	かす	かされました	kasu	kasaremashita
貸す	貸されませんでした	V;PST;PFV;PASS;POL;FOREG;NEG	10	かす	かされませんでした	kasu	kasaremasendeshita
貸す	貸される	V;PRS;IPFV;ELEV	31300	かす	かされる	kasu	kasareru
貸す	貸されない	V;PRS;IPFV;ELEV;NEG	9120	かす	かされない	kasu	kasarenai
貸す	貸されます	V;PRS;IPFV;ELEV;POL;FOREG	3550	かす	かされます	kasu	kasaremasu
貸す	貸されません	V;PRS;IPFV;ELEV;POL;FOREG;NEG	960	かす	かされません	kasu	kasaremasen
貸す	貸された	V;PST;PFV;ELEV	121000	かす	かされた	kasu	kasareta
貸す	貸されなかった	V;PST;PFV;ELEV;NEG	901	かす	かされなかった	kasu	kasarenakatta
貸す	貸されました	V;PST;PFV;ELEV;POL;FOREG	5670	かす	かされました	kasu	kasaremashita
貸す	貸されませんでした	V;PST;PFV;ELEV;POL;FOREG;NEG	10	かす	かされませんでした	kasu	kasaremasendeshita
貸す	貸させる	V;PRS;IPFV;CAUS	1390	かす	かさせる	kasu	kasaseru
貸す	貸させない	V;PRS;IPFV;CAUS;NEG	300	かす	かさせない	kasu	kasasenai
貸す	貸させます	V;PRS;IPFV;CAUS;POL;FOREG	1190	かす	かさせます	kasu	kasasemasu
貸す	貸させません	V;PRS;IPFV;CAUS;POL;FOREG;NEG	168	かす	かさせません	kasu	kasasemasen
貸す	貸させた	V;PST;PFV;CAUS	1340	かす	かさせた	kasu	kasaseta
貸す	貸させなかった	V;PST;PFV;CAUS;NEG	9	かす	かさせなかった	kasu	kasasenakatta
貸す	貸させました	V;PST;PFV;CAUS;POL;FOREG	405	かす	かさせました	kasu	kasasemashita
貸す	貸させませんでした	V;PST;PFV;CAUS;POL;FOREG;NEG	7	かす	かさせませんでした	kasu	kasasemasendeshita
貸す	貸さす	V;PRS;IPFV;CAUS	212	かす	かさす	kasu	kasasu
貸す	貸ささない	V;PRS;IPFV;CAUS;NEG	6	かす	かささない	kasu	kasasanai
貸す	貸さします	V;PRS;IPFV;CAUS;POL;FOREG	2	かす	かさします	kasu	kasashimasu
貸す	貸さしません	V;PRS;IPFV;CAUS;POL;FOREG;NEG	2	かす	かさしません	kasu	kasashimasen
貸す	貸さした	V;PST;PFV;CAUS	8	かす	かさした	kasu	kasashita
貸す	貸ささなかった	V;PST;PFV;CAUS;NEG	0	かす	かささなかった	kasu	kasasanakatta
貸す	貸さしました	V;PST;PFV;CAUS;POL;FOREG	1	かす	かさしました	kasu	kasashimashita
貸す	貸さしませんでした	V;PST;PFV;CAUS;POL;FOREG;NEG	0	かす	かさしませんでした	kasu	kasashimasendeshita
貸す	貸させられる	V;PRS;IPFV;CAUS;PASS	26200	かす	かさせられる	kasu	kasaserareru
貸す	貸させられない	V;PRS;IPFV;CAUS;PASS;NEG	4	かす	かさせられない	kasu	kasaserarenai
貸す	貸させられます	V;PRS;IPFV;CAUS;PASS;POL;FOREG	5	かす	かさせられます	kasu	kasaseraremasu
貸す	貸させられません	V;PRS;IPFV;CAUS;PASS;POL;FOREG;NEG	4	かす	かさせられません	kasu	kasaseraremasen
貸す	貸させられた	V;PST;PFV;CAUS;PASS	856	かす	かさせられた	kasu	kasaserareta
貸す	貸させられなかった	V;PST;PFV;CAUS;PASS;NEG	0	かす	かさせられなかった	kasu	kasaserarenakatta
貸す	貸させられました	V;PST;PFV;CAUS;PASS;POL;FOREG	5	かす	かさせられました	kasu	kasaseraremashita
貸す	貸させられませんでした	V;PST;PFV;CAUS;PASS;POL;FOREG;NEG	0	かす	かさせられませんでした	kasu	kasaseraremasendeshita
貸す	貸さされる	V;PRS;IPFV;CAUS;PASS	7	かす	かさされる	kasu	kasasareru
貸す	貸さされない	V;PRS;IPFV;CAUS;PASS;NEG	0	かす	かさされない	kasu	kasasarenai
貸す	貸さされます	V;PRS;IPFV;CAUS;PASS;POL;FOREG	0	かす	かさされます	kasu	kasasaremasu
貸す	貸さされません	V;PRS;IPFV;CAUS;PASS;POL;FOREG;NEG	6	かす	かさされません	kasu	kasasaremasen
貸す	貸さされた	V;PST;PFV;CAUS;PASS	6	かす	かさされた	kasu	kasasareta
貸す	貸さされなかった	V;PST;PFV;CAUS;PASS;NEG	0	かす	かさされなかった	kasu	kasasarenakatta
貸す	貸さされました	V;PST;PFV;CAUS;PASS;POL;FOREG	0	かす	かさされました	kasu	kasasaremashita
貸す	貸さされませんでした	V;PST;PFV;CAUS;PASS;POL;FOREG;NEG	0	かす	かさされませんでした	kasu	kasasaremasendeshita
貸す	お貸しになる	V;FORM;ELEV;PRS;IPFV	9680	かす	おかしになる	kasu	okashininaru
貸す	お貸しにならない	V;FORM;ELEV;PRS;IPFV;NEG	8290	かす	おかしにならない	kasu	okashininaranai
貸す	お貸しになります	V;FORM;ELEV;PRS;IPFV;POL;FOREG	6000	かす	おかしになります	kasu	okashininarimasu
貸す	お貸しになりません	V;FORM;ELEV;PRS;IPFV;POL;FOREG;NEG	1730	かす	おかしになりません	kasu	okashininarimasen
貸す	お貸しになった	V;FORM;ELEV;PST;PFV	2390	かす	おかしになった	kasu	okashininatta
貸す	お貸しにならなかった	V;FORM;ELEV;PST;PFV;NEG	5	かす	おかしにならなかった	kasu	okashininaranakatta
貸す	お貸しになりました	V;FORM;ELEV;PST;PFV;POL;FOREG	1600	かす	おかしになりました	kasu	okashininarimashita
貸す	お貸しになりませんでした	V;FORM;ELEV;PST;PFV;POL;FOREG;NEG	1	かす	おかしになりませんでした	kasu	okashininarimasendeshita
貸す	お貸しする	V;FORM;HUMB;PRS;IPFV	209000	かす	おかしする	kasu	okashisuru
貸す	お貸ししない	V;FORM;HUMB;PRS;IPFV;NEG	10700	かす	おかししない	kasu	okashishinai
貸す	お貸しします	V;FORM;HUMB;PRS;IPFV;POL;FOREG	8400000	かす	おかしします	kasu	okashishimasu
貸す	お貸ししません	V;FORM;HUMB;PRS;IPFV;POL;FOREG;NEG	9760	かす	おかししません	kasu	okashishimasen
貸す	お貸しした	V;FORM;HUMB;PST;PFV	76700	かす	おかしした	kasu	okashishita
貸す	お貸ししなかった	V;FORM;HUMB;PST;PFV;NEG	6	かす	おかししなかった	kasu	okashishinakatta
貸す	お貸ししました	V;FORM;HUMB;PST;PFV;POL;FOREG	25900	かす	おかししました	kasu	okashishimashita
貸す	お貸ししませんでした	V;FORM;HUMB;PST;PFV;POL;FOREG;NEG	7	かす	おかししませんでした	kasu	okashishimasendeshita
貸す	貸させていただく	V;FORM;HUMB;PRS;IPFV;PERM	8	かす	かさせていただく	kasu	kasaseteitadaku
貸す	貸させていただかない	V;FORM;HUMB;PRS;IPFV;NEG;PERM	0	かす	かさせていただかない	kasu	kasaseteitadakanai
貸す	貸させていただきます	V;FORM;HUMB;PRS;IPFV;POL;FOREG;PERM	2500	かす	かさせていただきます	kasu	kasaseteitadakimasu
貸す	貸させていただきません	V;FORM;HUMB;PRS;IPFV;POL;FOREG;NEG;PERM	0	かす	かさせていただきません	kasu	kasaseteitadakimasen
貸す	貸させていただいた	V;FORM;HUMB;PST;PFV;PERM	4	かす	かさせていただいた	kasu	kasaseteitadaita
貸す	貸させていただかなかった	V;FORM;HUMB;PST;PFV;NEG;PERM	0	かす	かさせていただかなかった	kasu	kasaseteitadakanakatta
貸す	貸させていただきました	V;FORM;HUMB;PST;PFV;POL;FOREG;PERM	4390	かす	かさせていただきました	kasu	kasaseteitadakimashita
貸す	貸させていただきませんでした	V;FORM;HUMB;PST;PFV;POL;FOREG;NEG;PERM	0	かす	かさせていただきませんでした	kasu	kasaseteitadakimasendeshita
冠る	冠る	V;PRS;IPFV	42600	かぶる	かぶる	kaburu	kaburu
冠る	冠らない	V;PRS;IPFV;NEG	18800	かぶる	かぶらない	kaburu	kaburanai
冠る	冠らないです	V;PRS;IPFV;POL;NEG;COL	1	かぶる	かぶらないです	kaburu	kaburanaidesu
冠る	冠ります	V;PRS;IPFV;POL;FOREG	9330	かぶる	かぶります	kaburu	kaburimasu
冠る	冠りません	V;PRS;IPFV;POL;FOREG;NEG	10	かぶる	かぶりません	kaburu	kaburimasen
冠る	冠るだろう	V;PRS;IPFV;PROSP	4	かぶる	かぶるだろう	kaburu	kaburudarou
冠る	冠らないだろう	V;PRS;IPFV;PROSP;NEG	4	かぶる	かぶらないだろう	kaburu	kaburanaidarou
冠る	冠るでしょう	V;PRS;IPFV;PROSP;POL	9	かぶる	かぶるでしょう	kaburu	kaburudeshou
冠る	冠らないでしょう	V;PRS;IPFV;PROSP;POL;NEG	4	かぶる	かぶらないでしょう	kaburu	kaburanaideshou
冠る	冠った	V;PST;PFV	23700	かぶる	かぶった	kaburu	kabutta
冠る	冠らなかった	V;PST;PFV;NEG	225	かぶる	かぶらなかった	kaburu	kaburanakatta
冠る	冠らなかったです	V;PST;PFV;POL;NEG;COL	0	かぶる	かぶらなかったです	kaburu	kaburanakattadesu
冠る	冠りました	V;PST;PFV;POL;FOREG	3080	かぶる	かぶりました	kaburu	kaburimashita
冠る	冠りませんでした	V;PST;PFV;POL;FOREG;NEG	5	かぶる	かぶりませんでした	kaburu	kaburimasendeshita
冠る	冠っただろう	V;PST;PFV;PROSP	0	かぶる	かぶっただろう	kaburu	kabuttadarou
冠る	冠らなかっただろう	V;PST;PFV;PROSP;NEG	0	かぶる	かぶらなかっただろう	kaburu	kaburanakattadarou
冠る	冠ったでしょう	V;PST;PFV;PROSP;POL	0	かぶる	かぶったでしょう	kaburu	kabuttadeshou
冠る	冠らなかったでしょう	V;PST;PFV;PROSP;POL;NEG	0	かぶる	かぶらなかったでしょう	kaburu	kaburanakattadeshou
冠る	冠ろう	V;INTEN	345	かぶる	かぶろう	kaburu	kaburou
冠る	冠りましょう	V;INTEN;POL;FOREG	885	かぶる	かぶりましょう	kaburu	kaburimashou
冠る	冠りたい	V;PRS;IPFV;OPT;1	5740	かぶる	かぶりたい	kaburu	kaburitai
冠る	冠りたくない	V;PRS;IPFV;OPT;NEG;1	6	かぶる	かぶりたくない	kaburu	kaburitakunai
